Energy_Consumption_Reduction,Waste_Management,Utilization_Of_Alternative_Materials,Soil_Preservation(m^3),Renewable_Energy_Utilization(MW),Water_Demand_Reduction(Building),Waste_Demand_Reduction(Landscape),Waste_Water_Treatment(KLD),Social_Benefits,VOC/Lead Free Paints,EPI(Energy Performance Index),Daylight_Factor,EPR(Energy performane Reduction),Air_Pollution_Control,Building Performance(kWh /sqm/year),Water_Consumption_in_building(KL/annum),Renewable_Energy_REC(kWH/annum),Green_Rating
39,1,92.00074924,7,0.039855751,16.40397161,17.11045349,12,1,1,58.46871485,67.26116523,35.63064821,1,69.4299739,0,41,3
59,3,43.86,12,0.055,71.63598259,65.06294998,21,1,1,55.5,67.07521522,43.16,1,101.26,0,41,3
27,1,51.85485031,8,11.13876975,53.71059221,67.71915141,12,1,1,65.5181171,49.31125157,36.06337253,1,101.26,0,40,3
93,1,26.26410341,8,0.033248615,52.49948229,52.25,13,1,1,88.27208657,71.64874735,57.39023936,1,101.26,0,41,3
76,1,43.86,8,0.055,53.65,52.25,13,1,1,55.5,67.78248752,43.16,1,101.26,0,41,3
51,1,43.86,8,0.110988457,53.64134605,52.16664482,13,1,1,55.6138126,69.93886038,43.14310419,1,101.26,0,41,3
68,1,147.1009031,7,0.053132645,52.1253161,73.50779867,8,1,1,55.77664519,67.13554334,54.78504251,1,99.9542347,0,41,3
57,2,43.86,10,0.055,65.82079729,60.92029733,18,1,1,55.5,68.02084971,43.16,1,101.26,0,41,3
78,1,44.34588554,26,0.138850453,45.56497973,50.30880512,13,1,1,55.994101,68.42964353,42.82199267,1,96.38354006,12,17,3
97,1,30,8,0.944346835,63.97679282,50.42459099,13,1,1,40.75120197,53.19018385,71.33023744,1,50.74890457,0,41,3
84,1,44.42257295,8,1.434018839,56.53353037,45.1036151,13,1,1,34.23241395,83.02452681,71.6322506,1,101.26,0,41,3
77,1,60.68191143,26,0.12378131,49.09067053,52.47473163,11,1,1,55.65881035,54.03333384,33.30476903,1,92.49846295,24,16,3
80,1,42.50141772,25,0.134052759,49.01380084,56.30121262,13,1,1,55.02618293,68.22529711,44.57838443,1,101.26,11,18,3
84,1,61.96269553,16,0.08497135,37.75994697,53.96979823,10,1,1,53.61608656,68.83211459,43.16,1,101.26,0,41,3
37,1,64.2269842,10,0.067054342,42.45857077,52.25,10,1,1,50.68635329,66.5945553,38.47876989,1,101.26,22,55,3
46,1,18.23895495,8,0.05056115,61.14910629,54.4070587,13,0,1,55.5,67.94148504,45.72782014,1,101.26,0,41,3
74,1,61.84862741,19,0.077746318,40.16961177,52.99535776,9,1,1,53.62795741,66.455,41.33238278,1,98.55286063,0,41,3
52,1,43.86,8,0.055,55.05315713,53.24958854,13,1,1,55.5,69.77182605,43.16,1,101.26,0,41,3
91,1,45.70681302,8,0.687171782,52.76964156,49.35077433,13,1,1,25.94503066,79.20418599,74.05496934,1,101.26,0,41,3
83,1,43.86,8,0.039442448,38.87795467,60.25778941,13,1,1,55.5,77.52341067,35.95718442,1,101.26,11,28,3
84,1,56.13571518,13,0.075324032,37.26104278,57.26918114,11,1,1,54.22248943,73.39253985,43.16,1,101.26,0,41,3
8,1,43.86,8,0.045692931,34.8773629,52.25,5,1,1,55.5,66.455,99.67338253,1,101.26,25,26,3
47,1,94.55662737,14,0.080345928,68.30906773,54.50996255,6,1,1,44.42975049,64.29757789,43.14501416,1,98.63784478,3,41,3
61,3,43.86,12,0.055,74.87587164,67.37099938,22,1,1,55.5,66.46935321,43.16,1,101.26,0,41,3
62,1,35,32,2.519336953,69.1273179,40.6891685,21,1,1,54.62268419,69.73286765,45.78626902,1,101.26,0,41,3
37,1,23.81280101,8,0.051526819,49.70820749,52.25,13,0,1,55.5,66.455,40.6682309,1,101.26,11,48,3
73,2,43.86,10,0.055,64.23637983,59.79158159,17,1,1,55.5,66.7353405,43.16,1,101.26,0,41,3
69,1,43.86,8,0.026869631,46.55673448,52.25,13,1,1,55.5,68.04466359,43.16,1,101.26,19,44,3
28,1,52.18290373,8,11.27736933,53.95000631,67.91270504,13,1,1,65.79976567,48.73187975,34.33270097,1,101.162673,0,41,3
98,1,32.438324,8,0.010499964,63.91047299,48.66648658,13,1,1,41.14980659,50.38886061,70.76426016,1,35.25806988,0,41,3
40,1,15.52165499,8,0.050090377,59.92705932,52.25,13,0,1,55.5,66.455,43.01250503,1,101.26,0,41,3
109,1,84.49114972,8,0.018612609,57.31645069,51.26309274,13,1,1,91.53290137,54.9707284,76.04604906,1,102.5961206,0,51,3
107,1,81.97058167,8,0.011523511,61.26113968,50.64870428,13,1,1,99.42227936,61.45804042,74.29425426,1,103.427908,0,44,3
74,1,56.29925892,3,0.03916172,51.59191559,50.43960076,23,1,1,50.24504364,84.17961433,57.84148529,1,50.24504364,0,41,3
84,1,54.67472231,15,0.081045968,41.12576985,52.25,10,1,1,53.86282485,66.455,43.16,1,101.26,0,41,3
54,1,23.05367379,8,0.0513953,62.00994999,57.61353466,13,0,1,55.5,70.1511507,49.54489453,1,101.26,0,41,3
53,1,75.96972051,22,1.136889216,69.65101423,44.04942172,11,1,1,47.26592342,66.69371903,43.46445325,1,101.26,0,41,3
25,1,30.65771105,8,0.044574598,50.28343723,52.25,13,0,1,55.5,66.455,33.44852987,1,101.26,23,45,3
47,1,39.35190728,8,3.216113948,55.96099341,74.41141805,13,1,1,38.79923807,72.32925852,47.86653021,1,101.26,0,41,3
18,1,49.03974751,8,7.236013596,48.09767839,62.27223874,8,1,1,61.99059271,55.34781415,70.26306739,1,101.26,14,32,3
32,1,74.69600078,8,0.037495382,41.22808196,52.25,13,1,1,76.63697672,17.11290152,40.94136698,1,88.09810953,19,41,3
88,1,50.93062659,17,0.100784502,53.20581016,55.00196661,19,1,1,51.09931419,73.93780639,53.34760815,1,78.09180418,8,25,3
39,1,48.27650356,9,0.054472321,34.31543247,36.20074105,13,1,1,59.3946593,83.30997214,40.86508997,1,59.3946593,0,41,3
54,1,82.96402465,11,0.05663824,23.63851513,28.87110507,11,1,1,56.73882758,66.99135445,38.15060341,1,80.08298123,0,41,3
50,1,94.75368802,14,0.082706003,66.79749341,52.32042591,6,1,1,44.76719207,62.87492933,40.47027259,1,98.51432855,4,39,3
42,1,43.86,8,8.507976207,52.34345098,39.66527463,13,1,1,72.68309918,60.76931605,40.60911859,1,101.26,0,41,3
76,2,43.86,9,0.055,61.28170929,57.68671767,16,1,1,55.5,66.80920727,43.16,1,101.26,0,41,3
97,1,37.16664941,9,0.039029651,58.15590227,45.90863395,16,1,1,52.909308,87.48427647,76.01264982,1,31.3047964,0,41,3
89,1,40.39694566,8,0.010317532,47.68339294,45.28085146,13,1,1,49.25590777,65.35748326,28.60421246,1,101.26,24,16,3
79,1,43.86,8,0.010927454,42.53680511,52.25,13,1,1,55.5,66.93652598,43.16,1,101.26,30,46,3
36,1,43.86,6,3.464326245,51.34,30,13,1,1,85.88,53.64150926,38.65,1,89.42024943,0,41,3
109,1,84.53354704,8,0.018731851,57.25009888,51.27342709,13,1,1,91.40019777,54.86160831,76.07551519,1,102.5821295,0,51,3
82,1,43.86,8,0.034884197,39.65964615,59.09689026,13,1,1,55.5,75.91880948,33.84681137,1,101.26,15,25,3
22,2,56.85337764,21,0.011780871,42.61743237,45.55040542,9,1,1,56.54150694,66.69686106,31.47861496,1,77.75359773,0,41,3
103,1,27.85349133,8,0.01196217,54.78895774,52.25,13,1,1,120.3436643,76.73147747,71.31630496,1,101.26,0,41,3
27,1,51.95564116,8,11.27836628,53.86921226,67.91417055,13,1,1,65.64441521,49.09512083,34.34828247,1,101.26,0,41,3
62,1,35,26,1.876811649,66.58995683,50.55585702,19,1,1,54.04787145,71.88050941,47.50698675,1,101.26,0,41,3
84,1,35.92305539,10,0.064784612,46.76613745,52.25,12,1,1,54.88496725,66.455,43.16,1,101.26,0,41,3
81,1,43.86,8,0.013475781,43.33096182,53.64457655,13,1,1,55.5,68.3825914,23.93517008,1,101.26,31,8,3
84,1,49.19322512,10,0.063829843,36.66662902,61.20019372,12,1,1,54.9449813,78.82600711,43.16,1,101.26,0,41,3
32,1,120.6958666,2,0.004932579,44.50475676,61.54245051,4,1,1,62.56612976,96.53584163,36.83318989,1,65.27200706,0,41,3
36,1,98.08495574,17,0.035007823,69.82643174,77.514176,10,1,1,52.87580078,38.82536274,38.51370232,1,71.94686334,40,41,3
29,2,45.71155304,18,0.028909494,44.06776018,47.61655739,10,1,1,57.38285949,73.97972943,35.09506461,1,72.63917257,0,41,3
55,2,43.86,10,0.055,62.97402417,58.89229795,17,1,1,55.5,68.4837768,43.16,1,101.26,0,41,3
81,1,43.86,8,0.008924416,44.11147256,52.48543094,13,1,1,55.5,66.78041395,21.82798474,1,101.26,35,4,3
90,1,43.86,9,0.062157894,64.3293131,70.02184496,13,1,1,55.5,78.70203884,64.31607766,1,101.26,1,38,3
94,1,66.81997898,8,5.966959793,41.08620025,52.25855928,13,1,1,48.27014579,66.455,51.67684188,1,101.26,0,41,4
82,1,41.3022954,7,0.068064809,41.17588631,52.53603479,13,1,1,48.93042685,69.87726781,59.3429448,0,101.26,8,27,4
53,1,34.06295721,7,0.255641214,27.59351659,53.34562888,16,1,1,30.33587856,79.56366944,43.26193998,0,49.38983824,35,25,4
51,1,114.5801434,30,0.415858548,77.73689996,53.19034513,7,1,1,44.49199176,58.13816989,41.14794022,1,101.26,0,41,4
112,1,43.86,8,0.36,61.6313811,56.94143312,18,1,1,21.21115959,66.455,78.78884041,1,101.26,0,41,4
77,1,42.13772305,19,0.930027804,37.21729407,65.67635255,13,1,1,55.5,88.94182563,55.92892425,1,101.26,0,41,4
68,1,100,29,0.041650136,54.84966909,42.01051793,11,1,1,52.35400862,48.0695724,21.27285974,0,163.9500236,23,62,4
7,1,43.86,8,0.07,30.95,64.8,13,1,1,55.5,99.64969616,34,1,101.26,7,41,4
96,1,38.86282832,8,0.835836427,54.47304448,53.58781031,13,1,1,54.50476191,66.455,37.20944521,1,101.26,0,41,4
65,1,43.86,8,0.036164906,44.28063743,52.25,13,1,1,55.5,66.455,41.40456927,1,101.26,24,46,4
46,1,67.36115071,8,3.363709267,58.91068489,60.61494068,13,1,1,131.9988491,99.59578103,42.9444353,1,95.17147634,0,41,4
58,1,43.86,8,1.679577807,59.50338901,37.40739985,12,1,1,68.80683584,76.3297772,49.76191363,1,71.71526595,0,4,4
7,1,43.86,17,12.44273796,64.07750859,48.53376126,17,1,1,55.5,72.22216716,16.90866411,1,101.26,11,52,4
86,1,39.35295916,8,3.38383889,44.70210223,46.18533104,13,1,1,62.04763194,83.30677162,61.96921768,1,101.26,0,41,4
105,1,50.11691303,8,1.626010961,52.44752094,58.34221159,13,1,1,35.65888555,66.455,45.4880908,1,101.26,0,41,4
79,2,61.81221264,14,0.035436638,40.55593534,44.72569311,13,1,1,75.40534367,88.89954023,61.58674942,1,101.26,0,41,4
27,1,43.86,8,0.009353447,34.26152969,56.68817858,5,1,1,55.5,66.455,34.02219933,1,12.62262798,30,5,4
96,1,43.86,8,0.275554388,60.95582304,55.43745074,13,1,1,39.49191404,66.455,59.80085396,1,101.26,0,40,4
91,3,100,25,0.009218901,41.69988285,8.424602892,13,1,1,55.5,65.82653224,43.16,1,101.26,0,41,4
106,1,43.86,8,0.27253966,56.4821481,50.64519923,16,1,1,30.10848557,66.455,69.50726244,1,101.26,0,41,4
77,1,43.86,8,0.577959623,60.08905944,48.45844302,9,1,1,58.89924446,68.97752166,44.84646541,1,93.71276828,0,30,4
56,1,43.86,8,45.96807006,56.05437467,52.25,13,1,1,55.5,66.455,43.16,1,101.26,0,41,4
67,1,100,33,0.036870985,51.64476468,39.99030043,15,1,1,51.49097066,58.67883311,40.99135266,0,242.3922417,18,52,4
79,1,43.86,8,3.291316215,50.25795288,47.06140486,13,1,1,60.00521919,75.84256067,59.03671508,1,82.60130568,36,32,4
89,1,49.34111469,8,3.155487663,45.58176484,50.84206185,13,1,1,41.86802862,59.9856435,43.876001,1,79.06230389,10,49,4
7,1,43.86,8,0.07,30.95,64.8,13,1,1,55.5,87.94797247,34,1,101.26,27,41,4
108,1,43.86,8,48.73819455,59.916517,46.78850166,13,1,1,36.52083317,72.9310899,73.72201181,1,101.26,0,41,4
8,1,43.86,8,0.011120834,64.71630949,43.27342013,13,1,1,55.5,725.7996754,42.17171453,1,101.26,0,41,4
9,1,43.86,8,0.074085794,31.87213231,64.40556372,12,1,1,55.5,102.8199912,34.28789134,1,101.26,0,40,4
44,1,100,16,0.058182052,38.74543584,50.82766283,20,1,1,55.5,65.89262955,31.81165073,0,125.6536111,4,51,4
69,1,43.86,8,0.055,52.44,52.76423301,13,1,1,55.5,66.455,43.31769812,1,123.1663264,10,54,4
80,1,42.91405851,14,0.535599303,44.07909784,59.62427502,13,1,1,55.5,78.80563923,50.17318983,1,101.26,0,41,4
97,1,17.66763156,8,0.017974744,53.52236405,46.01550936,13,1,1,33.13544399,52.85101023,44.80254376,1,93.3615552,0,40,4
86,1,39.22381248,8,1.525781686,48.2067946,50.03541208,13,1,1,38.22306541,56.27915617,39.35329347,1,66.34458158,15,54,4
65,2,108.2076585,30,0.258139547,71.96024239,54.29597126,13,1,1,49.30321786,59.47639172,42.02734313,1,101.26,0,41,4
58,1,100,26,0.052666534,42.73607474,49.46236498,21,1,1,54.22886592,53.43471066,32.01833636,1,208.288235,44,55,4
67,1,100,33,0.036863945,51.64873504,39.986079,15,1,1,51.48975046,58.68117027,19.12869111,1,183.309609,37,62,4
72,1,94.61140631,33,0.030769799,55.14125884,36.90384019,13,1,1,49.11450939,60.33954193,40.90466454,0,247.7597945,12,50,4
66,1,100,32,0.038692544,50.61740542,41.08262864,16,1,1,51.80670756,58.07407553,20.62021805,1,186.2000139,38,61,4
86,1,30.70937366,8,0.036251605,51.56893994,50.02549579,13,1,1,38.22115852,55.08535455,21.80666429,0,131.5315237,16,45,4
76,1,43.86,8,6.533192412,48.39352984,26.75755869,13,1,1,52.99723642,81.83684766,45.75696872,1,101.26,0,41,4
50,1,148.4655758,8,0.074243611,61.02171488,39.27560772,13,1,1,96.24148688,94.94505385,45.11171046,1,105.4056575,0,63,4
72,1,35.08102393,8,0.031751585,32.30244829,50.63990927,13,1,1,32.19818569,53.30325587,35.46413191,0,244.6215619,25,19,4
27,1,43.86,8,0.009542473,34.33855771,57.30802578,5,1,1,55.5,66.455,33.85491147,1,12.83528203,30,6,4
94,1,33.53615714,8,0.021314624,55.43006918,52.91652435,13,1,1,51.45564478,63.793775,31.83532112,0,108.3454747,3,41,4
27,1,43.86,8,31.26859882,64.10816409,62.53719764,20,1,1,98.21632817,56.05606411,32.49115014,1,101.26,0,35,4
7,1,43.86,8,0.07,30.95,64.8,13,1,1,55.5,70.4888724,34,1,101.26,58,41,4
78,1,43.86,22,0.031506454,47.33130546,42.89864751,13,1,1,50.28535418,70.8519783,48.99192722,1,74.96565517,0,41,4
105,1,43.86,7,0.113730753,32.7600977,54.63470649,14,1,1,26.06076838,66.455,73.93923162,1,16.58949536,9,34,4
82,4,95.843652,33,0.010285991,58.2778494,34.67764961,13,1,1,55.5,90.04137176,44.2551977,1,101.26,0,41,4
19,1,43.86,8,0.015229948,36.11321283,79.08656326,13,1,1,55.5,66.455,29.0202483,1,48.97814639,48,36,4
29,1,100,6,0.05555026,38.95597923,46.43783305,14,1,1,55.5,87.45227317,33.69601411,0,105.4782903,0,42,4
79,1,43.86,8,0.055,52.44,52.42095137,13,1,1,55.5,66.455,43.21242509,1,108.5425284,3,45,4
86,1,76.02216875,15,0.002572892,34.12321234,67.58059558,13,1,1,55.5,66.455,52.14634787,1,101.26,1,33,4
97,1,34.4,8,0.01675,56.61,53.8,13,1,1,51.75110418,63.98819015,36.40319803,1,101.26,0,41,4
47,1,51.67858506,7,0.01110274,44.1643835,51.31271683,13,1,1,97.50365246,70.00706647,41.89682639,1,101.26,0,41,4
92,3,100,25,0.003361511,38.78019922,2.373468452,13,1,1,55.5,66.41846655,43.16,1,101.26,0,41,4
79,1,43.86,8,3.181164028,50.03130856,47.23515985,13,1,1,59.85434901,75.52819127,59.20962249,1,83.22614557,35,32,4
77,2,83.30355987,8,0.044564725,46.5381191,21.85050614,13,1,1,55.5,93.99312104,36.07668285,1,101.26,0,41,4
42,1,125.9660413,7,0.074447305,57.26490861,38.19225557,13,1,1,95.08693353,96.58067961,41.11436647,1,105.2505869,0,57,4
54,1,43.86,8,0.010113134,45.89179833,52.25,13,1,1,98.45057007,66.455,43.16,1,101.26,0,41,4
87,1,42.49176134,8,2.052186422,47.35889435,50.29596476,13,1,1,39.40041023,57.47637365,40.81415494,1,70.45248162,13,52,4
84,0,43.86,8,4.720257549,41.36331442,51.16014625,13,1,1,81.61944472,75.22968511,61.34303756,1,101.26,0,39,4
101,1,43.86,8,0.068024572,57.85353056,57.90125552,11,1,1,38.91847183,66.455,43.16,1,101.26,0,40,4
78,1,63.68465648,21,0.035187906,52.96755014,42.83735805,13,1,1,42.31062443,56.77854759,35.30692282,0,240.1827408,25,37,4
49,1,30,4,0.36,30.95,53.8,18,1,1,19.9,85,30.36587164,1,148.5812544,38,36,4
78,2,49.72898178,8,0.01409074,32.63179695,74.72023874,17,1,1,55.5,93.87826552,35.43616959,1,101.26,0,41,4
115,1,45.1619747,8,0.349982639,61.70447133,50.07054479,17,1,1,20.685869,65.36987999,79.84321695,1,99.75005925,0,41,4
76,1,42.06984803,19,0.964512694,36.61736647,66.23365031,13,1,1,55.5,89.82803256,56.44078532,1,102.4598089,0,41,4
98,1,61.17375767,8,4.490565137,44.95046422,54.35238217,13,1,1,43.89179104,66.455,49.60215443,1,101.26,0,41,4
23,1,43.86,8,0.012541272,34.71151668,72.03327129,13,1,1,55.5,66.455,31.51175423,1,62.71907046,53,41,4
93,1,43.86,8,0.146767884,49.41006301,51.5730238,14,1,1,44.78873217,66.455,54.27444476,1,101.26,0,41,4
51,1,43.86,13,749.1609154,66.93641135,52.25,13,1,1,58.04596784,55.07419805,43.10872871,1,101.26,0,41,4
92,2,100,24,0.004918121,39.20752802,1.928808192,13,1,1,55.5,67.6820443,42.43295827,1,101.26,0,41,4
110,1,43.86,8,0.143604661,58.64608269,59.97530293,14,1,1,27.32990474,66.455,56.91895287,1,101.26,0,41,4
72,1,29.50731661,19,0.902228476,60.8773112,45.15284919,13,0,1,84.17706721,64.19398485,46.70388711,1,85.40047682,0,21,4
92,2,100,24,0.005676895,39.44785503,1.90064601,13,1,1,55.5,68.16744066,42.14535381,1,101.26,0,41,4
84,1,43.86,8,0.002442707,52.44,86.69463133,7,1,1,55.5,66.455,84.94844848,1,100.2122893,49,26,4
29,1,100,5,0.055458671,38.96330635,46.28506251,14,1,1,55.5,88.20257069,33.76159187,0,104.7761686,0,42,4
109,1,43.86,8,38.10814775,60.23652969,47.31565347,14,1,1,32.83505224,71.50811124,75.15715229,1,101.26,0,41,4
69,1,100,34,0.034346846,53.06837876,38.47665875,14,1,1,51.05345333,59.51684707,17.07557752,1,179.3309148,36,63,4
86,1,72.52212204,14,0.002510547,35.14255263,65.91224413,13,1,1,55.5,66.455,53.45808608,1,101.26,1,32,4
70,1,43.86,39,0.00398565,41.32603626,32.24129578,13,1,1,44.34243686,75.86303358,55.7567185,1,43.68723659,0,40,4
84,1,30,8,0.04,50.6,49.3,13,1,1,34.9,52.9,27.63422018,1,238.2306987,40,25,4
53,1,113.4427109,30,0.387707096,76.70581747,53.38768965,8,1,1,45.35075323,58.3770307,41.30490589,1,101.26,0,41,4
58,1,100,26,0.052848588,42.63339611,49.57153688,21,1,1,54.260422,53.37426863,32.16683199,1,208.5760022,44,55,4
63,1,92.15796105,20,1.471567011,39.17033011,53.47740355,21,1,1,53.77237506,54.67268824,32.67282048,1,63.71364904,32,63,4
102,1,43.86,8,0.005,49.84105199,67.92728724,14,1,1,37.65869946,75.13169307,38.22440889,1,101.26,0,41,4
63,1,43.86,8,0.02275694,47.73630651,52.25,13,1,1,86.35218312,66.455,43.16,1,101.26,0,41,4
87,3,100,28,0.035879903,54.98936713,35.96746922,18,1,1,55.5,63.13223286,43.16,1,101.26,0,41,4
87,1,43.86,8,9.947270709,56.50702467,52.25,13,1,1,55.5,66.455,56.48946511,1,101.26,2,30,4
14,1,73.93839076,5,0.030396058,36.58602836,48.64423638,19,1,1,55.5,80.11993332,38.30052362,1,101.26,13,34,4
84,1,33.34072149,8,0.57812703,49.73321821,49.56635482,13,1,1,36.10356263,54.12387783,36.7233928,1,58.94937721,19,57,4
54,1,61.35123426,8,5,63.72561422,54.21085844,13,1,1,161.5209109,77.7691723,43.8616541,1,101.26,0,41,4
84,1,30,8,0.04,50.6,49.3,13,1,1,34.9,52.9,24.78827822,1,249.6100949,43,31,4
22,1,43.86,13,56.26962979,61.68114972,50.0211038,15,1,1,55.5,69.91398578,40.7054164,1,101.26,0,41,4
82,3,100.8155028,30,0.075183695,65.25925332,55.57851026,20,1,1,54.88429536,61.02874441,43.04746061,1,101.26,0,41,4
69,1,30,6,0.170914258,42.56104633,51.14098176,15,1,1,28.76339415,66.03233652,46.27054417,1,228.5882526,24,61,4
73,1,39.39104206,6,10.27954226,44.87394764,37.67396819,14,1,1,55.87866761,83.27898652,54.67430725,0,89.08160595,7,11,4
27,1,100,4,0.055082939,38.99336487,45.65834249,13,1,1,55.5,91.28056253,34.03061557,0,101.8958115,0,41,4
80,1,42.95249309,13,0.51607206,44.41880988,59.32465065,13,1,1,55.5,78.30382008,49.88823673,1,101.26,0,41,4
97,1,34.4,8,0.01675,56.61,53.8,13,1,1,39.56581297,55.97015023,41.2891449,1,101.26,0,41,4
74,1,43.86,8,0.760626991,59.99194514,46.62598873,10,1,1,60.54209465,70.19665293,45.66153183,1,90.06520154,0,26,4
71,1,43.86,8,5.376208365,56.08930038,43.7872559,13,1,1,62.84813878,81.76637457,52.10986791,1,70.82714657,56,41,4
9,1,43.86,8,10.86554481,42.09169454,66.40712376,15,1,1,70.4895197,87.31063786,31.43478323,1,101.26,0,41,4
77,1,50.7299658,8,0.46837237,60.61413116,52.19301621,11,1,1,55.90919436,66.49799428,43.16,1,101.26,0,41,5
22,1,37.94028605,8,0.055,56.69,56.44806829,13,1,1,58.7,52.48345793,37.96636929,1,101.26,36,41,5
84,1,43.86,20,0.011819852,58.29430123,88.3251675,13,1,1,55.5,69.13837228,43.16,1,101.26,0,41,5
91,1,30.20881295,8,98.356165,70.91095875,46.97488592,13,1,1,29.41109597,92.54155243,63.40374423,1,101.26,0,41,5
33,1,43.86,8,0.496593456,30.19605008,52.24826197,13,1,1,55.72309387,66.43084135,43.16,1,101.26,0,41,5
47,1,43.86,8,0.031329792,73.32070609,59.02250923,10,1,1,169.9295443,81.72802312,31.82890753,1,147.1225479,0,41,5
84,1,43.86,8,1.756115211,66.83990809,58.33988932,13,1,1,55.5,88.65713916,43.16,1,101.26,0,41,5
84,1,43.86,8,2.338118725,68.61326108,57.71296607,13,1,1,55.5,91.15702003,43.16,1,101.26,0,41,5
78,3,45.62907061,8,0.010993268,64.14630923,55.90829101,13,1,1,55.5,94.21348054,43.05092252,1,101.26,0,41,5
78,1,34.67934628,8,42.2955065,83.28063762,52.25,13,0,1,48.00180374,80.34905305,57.43042437,1,101.26,0,41,5
84,1,43.86,8,4.22449333,51.15889376,52.25,12,1,1,55.5,63.09352691,61.76360846,1,101.26,0,41,5
101,1,71.31501235,8,56.1601466,61.69748896,52.80181053,13,1,1,34.51824549,72.21321265,70.1784384,1,101.26,0,41,5
71,1,52.62235955,8,0.09702204,61.11775081,52.25,13,1,1,61.48684377,49.61765037,43.16,1,101.26,0,36,5
38,1,43.86,8,0.356706648,21.29489172,52.45937163,13,1,1,47.19344028,62.75610113,40.06545755,0,111.880042,3,34,5
82,1,36.31264708,8,1.746698551,69.34199776,70.54564893,12,1,1,47.86355523,71.61463815,50.33441205,1,101.26,0,41,5
59,1,71.96509493,8,0.133714349,66.00552867,52.25,13,1,1,66.71436523,34.91581251,43.16,1,101.26,0,32,5
81,1,43.86,8,39.31856108,51.93003427,51.71487395,13,1,1,55.5,89.11582156,59.93545635,1,101.26,0,41,5
25,1,43.86,8,0.006258911,18.50705079,52.18705443,13,1,1,63.57969387,65.58005652,31.0688019,1,101.26,0,17,5
43,1,43.86,8,0.256348232,44.02240787,52.12568787,13,1,1,71.45670455,64.72706144,43.16,1,101.26,0,41,5
84,1,52.92847226,29,0.564988735,47.12405002,69.3312267,6,1,1,55.5,91.39773141,41.89458974,1,101.26,0,41,5
84,1,43.86,12,2.148326922,66.90998314,67.70430578,13,1,1,55.5,86.15406858,43.16,1,101.26,0,41,5
87,1,43.4225208,8,4.293304248,53.41971732,53.31049974,12,1,1,55.05735663,63.39572005,62.16222053,1,101.26,0,41,5
66,1,43.86,8,2.907779119,43.67862365,52.25,12,1,1,55.5,64.28190315,55.18670431,1,101.26,0,41,5
40,1,51.70065343,8,0.095717001,61.5257722,56.10423757,13,1,1,62.89234305,32.50803707,37.11257692,1,101.26,0,36,5
17,1,43.86,8,0.012713061,8.231003262,52.13417281,13,1,1,55.51894418,66.455,28.02957502,1,101.26,0,9,5
49,1,39.99796001,8,0.058606768,68.2172295,63.97465798,13,1,1,122.9942406,63.25893012,39.77165899,1,101.26,0,41,5
51,1,43.86,8,0.009541329,53.33350525,52.02293353,13,1,1,84.64625228,63.29877605,41.67757672,1,101.26,0,38,5
50,1,43.86,8,0.038290209,56.35804171,49.4744009,12,1,1,81.22331456,75.24469647,43.63069095,1,92.05869888,11,39,5
22,1,41.85175707,8,0.055,56.69,54.69834821,13,1,1,58.7,63.0664423,41.39807836,1,101.26,54,41,5
91,1,67.42225588,8,96.16019637,57.16793031,54.49283092,13,1,1,36.53122591,74.25313375,65.36731877,1,101.26,0,41,5
104,1,91.30921286,8,41.57845005,56.32439423,56.00623389,13,1,1,37.41445781,62.3443891,72.78547429,1,101.26,0,41,5
75,1,43.86,8,0.09,66.7,52.25,11,1,1,56.03,60.15,47.3438549,1,101.26,0,41,5
96,1,76.21660525,8,76.06508979,56.85736957,55.05001342,13,1,1,36.85640127,69.86874686,68.09842643,1,101.26,0,41,5
75,1,43.86,8,0.09,66.7,52.25,11,1,1,56.03,60.15,47.36414028,1,101.26,0,41,5
83,1,51.02239558,8,27.09855166,49.48378895,52.19059061,13,1,1,55.5,89.52472491,56.44797761,1,101.26,0,41,5
74,1,43.86,8,66.25511991,48.74917801,48.37708297,13,1,1,55.5,83.60085393,55.85281096,1,101.26,0,41,5
78,1,35.09747422,8,41.96323658,81.87601734,52.25,13,0,1,48.34330506,80.78860024,57.57432554,1,101.26,0,41,5
75,1,43.86,8,0.09,66.7,52.25,11,1,1,56.03,60.15,46.65032818,1,101.26,0,41,5
61,1,68.34358629,9,0.170448207,64.18080762,63.33572625,13,1,1,66.72483555,30.7017674,43.16,1,101.26,0,35,5
44,1,43.86,8,0.237470405,45.10884609,52.11605633,13,1,1,72.69300961,64.59318297,43.16,1,101.26,0,41,5
13,1,43.86,8,2087.725541,60.54586733,52.25,13,1,1,55.5,66.455,43.16,1,101.26,0,41,5
36,1,43.86,8,0.419298223,34.64446962,52.20882562,13,1,1,60.78514292,65.88267617,43.16,1,101.26,0,41,5
84,1,77.69616208,8,0.034623402,53.10876923,38.99841907,13,1,1,55.5,83.62228386,43.16,1,101.26,0,41,5
75,1,32.58514655,8,37.44832393,92.97545211,52.25,12,0,1,46.39024435,72.57999716,54.48825784,1,101.26,0,41,5
17,1,43.86,8,0.005203876,7.313121259,52.23980621,13,1,1,56.80847429,66.31330638,27.65892629,1,101.26,0,11,5
52,1,60.07700373,8,0.075681253,63.73397384,52.25,11,1,1,67.27635299,60.48137672,38.00934215,1,93.86743548,19,41,5
